"","ID","Short Title","Year"
"1436","B14992","The ninth of September. 1622. Count Mansfields proceedings since the last battaile with the great misfortune which hath lately hapned to the Duke of Brunswicke : VVith the great victory obtained by the Protestants in France, by those of the Towne of Mompeliers against the Kings forces, who fought to take the towne by treachery, but were most of them put to the sword. Also relating another skirmish, which happened betweene Count Mansfield and Don Cordua in the prouince of Henego, with the great sea fight betweene some of the Hollanders bound for the West Indies meeting with the Spaniards. Likewise a new and great slaughter made vpon Spinola his forces hefore Bergen vp Zome, by those of the towne: with the comming downe of Bethlem Gabors brother, and the Marquis of Iagersdorp into Silesia, to inuade the country. Lastly, the taking in of the citty of Spiers by the Bauarians, with their blocking vp of Heidelburgh, Frankendale, and Mainhem, in the Palatinate. ...","1622"
"1437","B14993","October 15, 1622. A relation of the late occurrents which haue happened in Christendome : especially at Rome, Venice, Spaine, France, and the vpper Germanie. With seuerall letters of the particular late businesse which hath happened in France, before the conclusion of peace was made. Together with the articles agreed vpon betwixt the kings commissioners on the one part, and the Duke de Rohan on the other part, in behalfe of the Protestants.","1622"
"1438","B14994","A coranto : Relating diuers particulars concerning the newes out of Italy, Spaine, Turkey, Persia, Bohemia, Sweden, Poland, Austria, the Pallatinates, the Grisons, and diuers places of the higher and Lower Germanie.","1622"
"1439","B14999","An houre glasse of Indian newes. Or A true and tragicall discourse, shewing the most lamentable miseries, and distressed calamities indured by 67 Englishmen, which were sent for a supply to the planting in Guiana in the yeare. 1605 : VVho not finding the saide place, were for want of victuall, left a shore in Saint Lucia, an island of caniballs, or men-eaters in the West-Indyes, vnder the conduct of Captain Sen-Iohns, of all which said number, onely a 11. are supposed to be still liuing, whereof 4. are lately returnd into England. Written by Iohn Nicholl, one of the aforesaid company.","1607"
"1440","B15269","Letters conteyning sundry deuises : touching the state of Flaunders and Portingall: written by Card. Granuelle and others, and lately intercepted and published.","1582"
"1441","B15781","A true report of Sir Anthony Shierlies iourney ouerland to Venice : fro[m] thence by sea to Antioch, Aleppo, and Babilon, and soe to Casbine in Persia: his entertainment there by the great Sophie: his oration: his letters of credence to the Christian princes: and the priuiledg obtained of the great Sophie, for the quiet passage and trafique of all Christian marchants, throughout his whole dominions.","1600"
"1442","B18452","Camden's Britannia / newly translated into English, with large additions and improvements ; publish'd by Edmund Gibson ...<UTIT>Britannia. English</UTIT>","1695"
"1443","B18912","The character of Italy : or, The Italian anatomiz'd. / by An English chyrurgion.","1660"
"1444","B18917","The character of Spain : or, an epitome of their virtues and vices.","1660"
"1445","B19315","By the King. A proclamation. : Charles R. Whereas the safeguard and protection we owe to such of Our own subjects, and to all others in league and amity with us, as pass and repass the seas belonging to these our kingdoms, ...","1668"
"1446","B19329","By the King. A proclamation. Charles R. : Whereas it is found by experience, that traffique with infidels and barbarous nations not in amity with us, ...","1674"
"1447","B19667","By the King. A proclamation for prohibiting the imbezlement of His Majesties stores for shipping. .","1661"
"1448","B19673","By the King. A proclamation for prohibiting the importation of commodities of Europe into any of His Majesties plantations in Africa, Asia, or America, : which were not laden in England, and for putting all other laws relating to the trade of the plantations, in effectual execution.","1675"
"1449","B19839","By the King. A proclamation for the better ordering the transportation of cloths and other woollen manufactures into Germany, : and preventing the encroachments on the fellowship of the merchants-adventurers of England in relation to their trading in those commodities.","1683"
"1450","B20017","By the King. A proclamation prohibiting the importation of all wines of the growth of the Canary Islands, : and all further trade and commerce with the said islands, and the inhabitants thereof, until His Majesties pleasure shall be further known.","1666"
"1451","B21024","A voyage to Mount Libanus : wherein is an account of the customs, manners, &amp;c. of the Turks : also a description of Candia, Nicosia, Tripoly, Alexandretta, &amp;c. : with curious remarks upon several passages re[l]ating to the Turks &amp; Maronites / written originally in Italian by the R. F. Jerome Dandini.","1698"
"1452","B22906","Three moneths obseruations of the Low-countries, especially Holland : Containing a brief description of the country, customes, religions, manners, and dispositions of the people.","1648"
"1453","B23249","From aboard the Van-Herring, being a full relation of the present state and sad condition of that ship. : In a new letter from Legorn, to a merchant in London.","1680"
"1454","B23787","China and France, or, Two treatises : the one, of the present state of China as to the government, customs, and manners of the inhabitants thereof ... from the observation of two Jesuites lately returned from that country, written and published by the French Kings cosmographer and now Englished : the other, containing the most remarkable passages of the reign and life of the present French King, Lewis the Fourteenth, and of the valour of our English in his armies.","1676"
"1455","B25774","A voyage into tartary : containing a curious description of that country, with part of Greece and Turky, the manners, opinions, and religion of the inhabitants therein, with some other incidents / by M. Heliogenes de L'Epy, doctor in philosophy.","1689"
